/Users/evergreen/miniforge3/envs/py3_12/lib/python3.12/site-packages/requests/__init__.py:113: RequestsDependencyWarning: urllib3 (2.6.2) or chardet (6.0.0.post1)/charset_normalizer (3.4.4) doesn't match a supported version!
  warnings.warn(
/Users/evergreen/miniforge3/envs/py3_12/lib/python3.12/site-packages/pydantic/_internal/_generate_schema.py:2249: UnsupportedFieldAttributeWarning: The 'repr' attribute with value False was provided to the `Field()` function, which has no effect in the context it was used. 'repr' is field-specific metadata, and can only be attached to a model field using `Annotated` metadata or by assignment. This may have happened because an `Annotated` type alias using the `type` statement was used, or if the `Field()` function was attached to a single member of a union type.
  warnings.warn(
/Users/evergreen/miniforge3/envs/py3_12/lib/python3.12/site-packages/pydantic/_internal/_generate_schema.py:2249: UnsupportedFieldAttributeWarning: The 'frozen' attribute with value True was provided to the `Field()` function, which has no effect in the context it was used. 'frozen' is field-specific metadata, and can only be attached to a model field using `Annotated` metadata or by assignment. This may have happened because an `Annotated` type alias using the `type` statement was used, or if the `Field()` function was attached to a single member of a union type.
  warnings.warn(
2026-04-20 23:06:32,220 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: mps
COMPUTE_DTYPE: torch.float32 (auto-detected: no CUDA (CPU/MPS))
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
WARNING: SDPA has no support for sliding window attention (window_pattern='SSSL'). Your GPU utilization will be terrible.
WARNING: Recommend using --window-pattern L for full context attention without alternating sliding window patterns.
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
Model config:
{
  "sequence_len": 512,
  "vocab_size": 32768,
  "n_layer": 4,
  "n_head": 2,
  "n_kv_head": 2,
  "n_embd": 256,
  "window_pattern": "SSSL",
  "mlp_activation": "relu"
}
Attention c_proj init: gaussian, std=1/sqrt(n_embd)
MLP activation: relu
MLP c_proj init: gaussian, std=1/sqrt(4*n_embd)
Skipping torch.compile on MPS because the Metal backend is still experimental
Parameter counts:
wte                     : 8,388,608
value_embeds            : 16,777,216
lm_head                 : 8,388,608
transformer_matrices    : 3,145,776
scalars                 : 34
total                   : 36,700,242
Estimated FLOPs per token: 7.195882e+07
Scaling LRs by 0.0312 for batch size 512 (reference: 524,288)
Scaling weight decay from 0.280000 to 0.083523 for depth 4
Scaling the LR for the AdamW parameters ∝1/√(256/768) = 1.732051
VO product Muon pairs active: 4, skipped: 0
Using user-provided number of iterations: 500
Total number of training tokens: 256,000
Tokens : Scaling params ratio: 0.02
Total training FLOPs estimate: 1.842146e+13
Tokens / micro-batch / rank: 1 x 512 = 512
Tokens / micro-batch: 512
Total batch size 512 => gradient accumulation steps: 1
Step 00000 | Validation bpb: 2.878353
step 00000/00500 (0.00%) | loss: 10.396868 | lrm: 0.03 | dt: 3086.94ms | tok/sec: 165 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 0 | total time: 0.00m
step 00001/00500 (0.20%) | loss: 10.397285 | lrm: 0.05 | dt: 178.34ms | tok/sec: 2,870 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 0 | total time: 0.00m
step 00002/00500 (0.40%) | loss: 10.397188 | lrm: 0.07 | dt: 125.81ms | tok/sec: 4,069 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 0 | total time: 0.00m
step 00003/00500 (0.60%) | loss: 10.396581 | lrm: 0.10 | dt: 125.46ms | tok/sec: 4,081 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 0 | total time: 0.00m
step 00004/00500 (0.80%) | loss: 10.396164 | lrm: 0.12 | dt: 124.20ms | tok/sec: 4,122 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 0 | total time: 0.00m
step 00005/00500 (1.00%) | loss: 10.395991 | lrm: 0.15 | dt: 129.21ms | tok/sec: 3,962 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 0 | total time: 0.00m
step 00006/00500 (1.20%) | loss: 10.395994 | lrm: 0.17 | dt: 168.09ms | tok/sec: 3,046 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 0 | total time: 0.00m
step 00007/00500 (1.40%) | loss: 10.394507 | lrm: 0.20 | dt: 186.48ms | tok/sec: 2,745 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 0 | total time: 0.00m
step 00008/00500 (1.60%) | loss: 10.393098 | lrm: 0.23 | dt: 276.27ms | tok/sec: 1,853 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 0 | total time: 0.00m
step 00009/00500 (1.80%) | loss: 10.391745 | lrm: 0.25 | dt: 243.32ms | tok/sec: 2,104 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 0 | total time: 0.00m
step 00010/00500 (2.00%) | loss: 10.390237 | lrm: 0.28 | dt: 317.61ms | tok/sec: 1,612 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 0 | total time: 0.00m
step 00011/00500 (2.20%) | loss: 10.388219 | lrm: 0.30 | dt: 243.72ms | tok/sec: 2,100 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m | eta: 2.0m
step 00012/00500 (2.40%) | loss: 10.386035 | lrm: 0.33 | dt: 260.89ms | tok/sec: 1,962 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.01m | eta: 2.1m
step 00013/00500 (2.60%) | loss: 10.382918 | lrm: 0.35 | dt: 258.55ms | tok/sec: 1,980 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.01m | eta: 2.1m
step 00014/00500 (2.80%) | loss: 10.378167 | lrm: 0.38 | dt: 293.75ms | tok/sec: 1,742 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.02m | eta: 2.1m
step 00015/00500 (3.00%) | loss: 10.373948 | lrm: 0.40 | dt: 390.87ms | tok/sec: 1,309 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.02m | eta: 2.3m
step 00016/00500 (3.20%) | loss: 10.368607 | lrm: 0.42 | dt: 255.55ms | tok/sec: 2,003 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.03m | eta: 2.3m
step 00017/00500 (3.40%) | loss: 10.360470 | lrm: 0.45 | dt: 353.49ms | tok/sec: 1,448 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.03m | eta: 2.4m
step 00018/00500 (3.60%) | loss: 10.352925 | lrm: 0.47 | dt: 261.39ms | tok/sec: 1,958 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.04m | eta: 2.3m
step 00019/00500 (3.80%) | loss: 10.342639 | lrm: 0.50 | dt: 352.35ms | tok/sec: 1,453 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.04m | eta: 2.4m
step 00020/00500 (4.00%) | loss: 10.326407 | lrm: 0.53 | dt: 217.44ms | tok/sec: 2,354 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.05m | eta: 2.3m
step 00021/00500 (4.20%) | loss: 10.312298 | lrm: 0.55 | dt: 372.14ms | tok/sec: 1,375 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.05m | eta: 2.4m
step 00022/00500 (4.40%) | loss: 10.291675 | lrm: 0.57 | dt: 424.95ms | tok/sec: 1,204 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.06m | eta: 2.4m
step 00023/00500 (4.60%) | loss: 10.272936 | lrm: 0.60 | dt: 165.29ms | tok/sec: 3,097 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.06m | eta: 2.4m
step 00024/00500 (4.80%) | loss: 10.250403 | lrm: 0.62 | dt: 344.94ms | tok/sec: 1,484 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.07m | eta: 2.4m
step 00025/00500 (5.00%) | loss: 10.217993 | lrm: 0.65 | dt: 255.11ms | tok/sec: 2,007 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.07m | eta: 2.3m
step 00026/00500 (5.20%) | loss: 10.184319 | lrm: 0.68 | dt: 319.76ms | tok/sec: 1,601 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.08m | eta: 2.4m
step 00027/00500 (5.40%) | loss: 10.151574 | lrm: 0.70 | dt: 254.87ms | tok/sec: 2,008 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.08m | eta: 2.3m
step 00028/00500 (5.60%) | loss: 10.116947 | lrm: 0.72 | dt: 322.57ms | tok/sec: 1,587 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.09m | eta: 2.3m
step 00029/00500 (5.80%) | loss: 10.079751 | lrm: 0.75 | dt: 297.25ms | tok/sec: 1,722 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.09m | eta: 2.3m
step 00030/00500 (6.00%) | loss: 10.037756 | lrm: 0.78 | dt: 388.93ms | tok/sec: 1,316 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.10m | eta: 2.4m
step 00031/00500 (6.20%) | loss: 9.996492 | lrm: 0.80 | dt: 166.63ms | tok/sec: 3,072 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.10m | eta: 2.3m
step 00032/00500 (6.40%) | loss: 9.943104 | lrm: 0.82 | dt: 183.74ms | tok/sec: 2,786 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.11m | eta: 2.3m
step 00033/00500 (6.60%) | loss: 9.896709 | lrm: 0.85 | dt: 303.98ms | tok/sec: 1,684 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.11m | eta: 2.3m
step 00034/00500 (6.80%) | loss: 9.851836 | lrm: 0.88 | dt: 323.68ms | tok/sec: 1,581 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.12m | eta: 2.3m
step 00035/00500 (7.00%) | loss: 9.796389 | lrm: 0.90 | dt: 263.93ms | tok/sec: 1,939 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.12m | eta: 2.3m
step 00036/00500 (7.20%) | loss: 9.742236 | lrm: 0.93 | dt: 245.01ms | tok/sec: 2,089 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.13m | eta: 2.2m
step 00037/00500 (7.40%) | loss: 9.682090 | lrm: 0.95 | dt: 282.79ms | tok/sec: 1,810 | bf16_mfu: 0.00 | epoch: 1 pq: 0 rg: 1 | total time: 0.13m | eta: 2.2m
